Ticket,Real,Prediccion_SVM,Confianza,Accion
problemas acceso meridian  autorización reinicio,Ingenieros TI,Soporte de Campo,0.2619928756620799,Agente IA
caída masiva meridian web,Meridian,Meridian,0.6018159361005065,Agente IA
ami cge sin registros de seal,AMI,AMI,0.699547891910432,Agente IA
actualizacin de versin de sql server,Soporte de Campo,Soporte de Campo,0.5024420849005284,Agente IA
ayuda para antonella navarrro,Soporte de Campo,Soporte de Campo,0.5825775673738551,Agente IA
exportar,Aplicaciones,Aplicaciones,0.376388314814981,Agente IA
recuperar credenciales mgs,MDA,DBA,0.4511163913300478,Agente IA
alarma scada por apertura de int 23kv chacabuco,TDO,Ingenieros TI,0.6699998741417085,Agente IA
problemas tcnicos,Soporte de Campo,Soporte de Campo,0.7489758183195727,Agente IA
sin acceso a la vpn usuario jenny fredes rivera,Soporte de Campo,MDA,0.7051080007804594,Agente IA
problemas con aprobacin de oc,Soporte de Campo,Soporte de Campo,0.2623577416856308,Agente IA
reinicio de accesos al microsoft authenticator,Ingenieros TI,Ingenieros TI,0.4706434868398793,Agente IA
instalación orm abm,Soporte de Campo,Soporte de Campo,0.5209824495713804,Agente IA
agregar datafile autoridad  inter3,DBA,DBA,0.44196005063360766,Agente IA
urgente acceso pc bloqueado nelly barrera,Soporte de Campo,Ingenieros TI,0.5706638153860458,Agente IA
usuario vicente muoz,ABM,ABM,0.3923954117515895,Agente IA
sap  revisar rfc de unidades organizacionales,SAP,Soporte de Campo,0.42260330582931266,Agente IA
expiración de password scadacmendez,Ingenieros TI,DBA,0.5108128100944969,Agente IA
solicitud de activacin del servicio de roaming y vpn,Ingenieros TI,Aplicaciones,0.29037902309591157,Agente IA
acceso disco lince dtx a través de sharepoint,ABM,Soporte de Campo,0.4597424162291988,Agente IA
instrucciones sec en condicin de sancionables,Soporte de Campo,Aplicaciones,0.717365810660643,Agente IA
no se puede ingresar a correo ni a suite de office aparece mensaje error,Soporte de Campo,Soporte de Campo,0.7393513136241321,Agente IA
correo no inicia  roberto naranjo,Soporte de Campo,Soporte de Campo,0.7408545889893731,Agente IA
reestablecer contraseña de usuario,Técnico TI,MDA,0.5182440031468326,Agente IA
instalación de winrar en servidor 101354079,Ingenieros TI,Ingenieros TI,0.4952100404164382,Agente IA
credenciales cuenta de red  julio alfredo camara rioseco,Técnico TI,Técnico TI,0.41875799331448854,Agente IA
tti  creacin de sitio  phpcorpdesa  etr masivo,Ingenieros TI,Técnico TI,0.6966832433414599,Agente IA
permiso visualizador red scada,TDO,Ingenieros TI,0.4394410177814252,Agente IA
activacin mfa  gabriel barrera,Soporte de Campo,Soporte de Campo,0.6831190487842225,Agente IA
chq 20230052  a configuración  agente vegetación pdf,OT,OT,0.61549518726888,Agente IA
sapiq ambiente desarrollo,Ingenieros TI,DBA,0.4712837147802558,Agente IA
solicita habilitar perfil de reemplazo subgerente ehs por periodo que se indica,ABM,ABM,0.5662235177263223,Agente IA
proceso osfsap con problemas0311,Aplicaciones,Aplicaciones,0.5840393946506931,Agente IA
problemas con la recepción de correos,Ingenieros TI,Soporte de Campo,0.47002107882548544,Agente IA
solicita dejar clave pre definida en osf produccin para jsuarezt,DBA,Aplicaciones,0.49253558947868553,Agente IA
acceso mail corporativo,Ingenieros TI,Soporte de Campo,0.4521178908032854,Agente IA
paulina vasquez barros,Aplicaciones,Soporte de Campo,0.5837520377851187,Agente IA
tti  ionxml testing,Técnico TI,Técnico TI,0.5431459307294726,Agente IA
109392391 n único 573561,DTE,Aplicaciones,0.376388314814981,Agente IA
conflicto usuario entre unidades 6960 movilvinise3  7647 movilergasi9,Aplicaciones,Aplicaciones,0.5507716020948269,Agente IA
ajustes en ceco planes de telefonía,Telecomunicaciones,Aplicaciones,0.5094635234916977,Agente IA
aprobación de correos corporativos fwd correos corporativos sat quillota,ABM,Ingenieros TI,0.5234375629915662,Agente IA
acceso mgs cuenta de red  kenneth steve standen lillo,Soporte de Campo,MDA,0.6186742338576662,Agente IA
eliminacin ad 63325 mantenedor,Desarrollo de Sistemas y Proyectos Tecnológicos,Desarrollo de Sistemas y Proyectos Tecnológicos,0.6915122432112136,Agente IA
sin acceso al correo,Soporte de Campo,MDA,0.7439549517245329,Agente IA
problemas power point,Soporte de Campo,Soporte de Campo,0.5224272320587557,Agente IA
user at risk detected,Ingenieros TI,Aplicaciones,0.5501798743278414,Agente IA
aplicacin authenticator bloqueada,Ingenieros TI,DBA,0.26017295664844275,Agente IA
permisos automáticos,MDA,MDA,0.627775836458711,Agente IA
sin acceso al correo,MDA,MDA,0.7439549517245329,Agente IA
gis escritorio,Técnico TI,Sistemas GIS,0.6902365355383638,Agente IA
contrasea servicios medicos,MDA,MDA,0.5153938591715209,Agente IA
datos para creacin acceso share point pe,ABM,ABM,0.4147324293995598,Agente IA
modificacin consulta nt mensual,Aplicaciones,Técnico TI,0.2759484758047894,Agente IA
rechazo dte 23327 interchile  chilquinta,DTE,DTE,0.5622671887750508,Agente IA
pvi y atención,Sistemas GIS,Aplicaciones,0.5956638714311415,Agente IA
actualizar cotización venta constructoraurgente,Aplicaciones,Soporte de Campo,0.5321422196937199,Agente IA
emisin certificado deuda servicio 138479 error sitio web,Aplicaciones,Aplicaciones,0.7436141367990053,Agente IA
back up encargado proveedores periodo vacaciones 10 al 28 de julio 2023,ABM,Aplicaciones,0.37655955003081926,Agente IA
su ayuda para el desploqueo de clave de osf,DBA,DBA,0.37878238811087334,Agente IA
soporte  recurso compartido en sharepoint dominio chilquinta,Técnico TI,Técnico TI,0.4485666439498126,Agente IA
despacho dx,Soporte de Campo,Soporte de Campo,0.6008967277563185,Agente IA
noc ingenieria pocall3prd estado callprocessor wmi fallo la consulta wmisql no devolvi registros,Ingenieros TI,Ingenieros TI,0.677201215591107,Agente IA
solicitud de boletasid 0001maj82cgnbdx8producto 526823boletas año 2021 de mayo a septiembrechilquinta quilpué,Aplicaciones,Aplicaciones,0.5655356628034848,Agente IA
problema inicio sesión sap,Soporte de Campo,Soporte de Campo,0.5889046339784759,Agente IA
dba  aprobacin de inscripcin gestin y control de auditoria tecnored,Técnico TI,DBA,0.46763661527179884,Agente IA
reclamo 130293615 prod307322 molinera aconcagua los andes,Aplicaciones,Aplicaciones,0.5843759342105515,Agente IA
configuracion para el autenticador,Soporte de Campo,Soporte de Campo,0.5893848230773795,Agente IA
tarea rendición servipag nuevo,Técnico TI,Técnico TI,0.5052441143177552,Agente IA
problemas de acceso a portal beneficios medicos,MDA,MDA,0.6556476908111613,Agente IA
responsabilidades  actividades ecse 2024,Seguimientos IMA,Aplicaciones,0.6994099476697629,Agente IA
instalacin aplicacin visio,Soporte de Campo,Soporte de Campo,0.5711728954974129,Agente IA
acceso a orm,DBA,Aplicaciones,0.29940829745708614,Agente IA
solicita modificar nombre anexo 4006,Telecomunicaciones,Telecomunicaciones,0.6186582734713872,Agente IA
los andes base ultraslime,Soporte de Campo,Soporte de Campo,0.42190406125967445,Agente IA
sin conexin a red corporativa,Soporte de Campo,Soporte de Campo,0.7051331362711073,Agente IA
problemas en acceso a sistema de marisol perez,Soporte de Campo,Soporte de Campo,0.34167308038249017,Agente IA
usuario consulta por numero para realizar reconexin de servicio de electricidad,MDA,Aplicaciones,0.6265430574219922,Agente IA
sin acceso a menu general de sistema y libro de novedades,DBA,ABM,0.40216113544123244,Agente IA
solicitud,DBA,Aplicaciones,0.4402282571463902,Agente IA
solicitud de cambio de mfa ignacio pizarro,Ingenieros TI,Ingenieros TI,0.6957201895343273,Agente IA
problemas clevest,Aplicaciones,Aplicaciones,0.6770889306292062,Agente IA
permiso tablas usuarios cdquiroz crascenci,DBA,DBA,0.482135179574815,Agente IA
10 agosto ajustar perfil de osf de carla yanez,ABM,DBA,0.37209458435561943,Agente IA
minua   problema de comunicacin ssl genesys wird,Ingenieros TI,AMI,0.26752829427899916,Agente IA
acceso al correo electrónico del cs aconcagua no se encuentra habilitado,Ingenieros TI,ABM,0.30827290643697364,Agente IA
problema con inicio sesión pcbaron  urgente,Soporte de Campo,Soporte de Campo,0.4146158017655897,Agente IA
ingreso a sap remoto,Soporte de Campo,Soporte de Campo,0.26512409777625684,Agente IA
habilitar macros sap,Soporte de Campo,Soporte de Campo,0.38318381992213135,Agente IA
carga preliminar star electrodependientes,Ingenieros TI,Aplicaciones,0.567926314938605,Agente IA
problemas para guardar documentos en escritorio,Soporte de Campo,Aplicaciones,0.3968715700067418,Agente IA
desbloqueo de cuentas sap,DBA,ABM,0.42825678625679203,Agente IA
cuenta de red expirada,MDA,MDA,0.7477268333416237,Agente IA
caida orm 03102025,Aplicaciones,Aplicaciones,0.41097414939673244,Agente IA
revisin de archivos lp,Aplicaciones,Desarrollo de Sistemas y Proyectos Tecnológicos,0.489619087598168,Agente IA
acceso a osf,DBA,ABM,0.3940599790516785,Agente IA
solicito acceso link sharepoint,ABM,Técnico TI,0.5865146869610487,Agente IA
reporte aviso correo,Ingenieros TI,Ingenieros TI,0.5360476532693538,Agente IA
apyp vpn,Soporte de Campo,Ingenieros TI,0.6793144643875886,Agente IA
cambiarclaveosf,DBA,Aplicaciones,0.376388314814981,Agente IA
analisis requerimiento  requerimiento  cambio fecha de atencin de una solicitud o cierre de una orden una vez que ya ha sido cerrada,Seguimientos IMA,Seguimientos IMA,0.5174154936753367,Agente IA
permisos de lectura pbi,DBA,Aplicaciones,0.4575811590250863,Agente IA
acceso scada,Ingenieros TI,Ingenieros TI,0.5115042102758108,Agente IA
abmviviana jara,ABM,Aplicaciones,0.3525422696312714,Agente IA
lentitud power on,Soporte de Campo,PowerOn,0.5778017462399395,Agente IA
inicio de eo en citrix,Sistemas GIS,Aplicaciones,0.2482106535559376,Agente IA
ayuda acceso spoint externos,Ingenieros TI,Soporte de Campo,0.4943031599235028,Agente IA
inicio sesin bloquead0,MDA,Soporte de Campo,0.6033951289192309,Agente IA
problemas con mfa weizu zhao,Ingenieros TI,Ingenieros TI,0.6791715803654931,Agente IA
estimados,Aplicaciones,ABM,0.43146897509344834,Agente IA
acceso sistema sap,Soporte de Campo,DBA,0.5438174257117308,Agente IA
dejar en rol arosa,Aplicaciones,Aplicaciones,0.48085278723897723,Agente IA
cambio de contrasea de usuario ticket 65179,MDA,MDA,0.744497660760285,Agente IA
liberar documento ot 2023  0027,OT,Aplicaciones,0.747679963466399,Agente IA
apen y corro electrónico camila roco,Soporte de Campo,ABM,0.4035571281650938,Agente IA
error orm,Aplicaciones,Aplicaciones,0.4346978999218211,Agente IA
acceso administrador a sharepoint on premise empresa envision,ABM,ABM,0.5224210101299626,Agente IA
landbase eo,Sistemas GIS,Sistemas GIS,0.6527593885587989,Agente IA
solicitud de xml de origen  produccin,Aplicaciones,Aplicaciones,0.7388419087888152,Agente IA
solicito ingreso de clave,Soporte de Campo,Técnico TI,0.37589221453362115,Agente IA
producto 1065718enel generacin chile sa reglas,Aplicaciones,Aplicaciones,0.6248162812291053,Agente IA
fotografias sala de datos villa alemana,Soporte de Campo,Soporte de Campo,0.6828903089758347,Agente IA
permiso a ceco y grupo de compra ceo,DBA,ABM,0.47424268684419274,Agente IA
bloqueo cuenta,MDA,DBA,0.4409572914108593,Agente IA
acceso a red,Soporte de Campo,Soporte de Campo,0.6396283388008407,Agente IA
información cierre de mes  marzo,ABM,ABM,0.4109416025146711,Agente IA
acceso ccgac archivos adjuntos asociados a productos,Aplicaciones,Aplicaciones,0.7315820764697817,Agente IA
generar mquina virtual windows 10,Ingenieros TI,Ingenieros TI,0.4528077325523756,Agente IA
solicitud de modificacin de reporte orm  tablero control de rdenes no finalizadasclictcornf,Aplicaciones,Aplicaciones,0.7476434753370409,Agente IA
problema de autenticacin,Ingenieros TI,Soporte de Campo,0.4463917831592871,Agente IA
caída de correo soporte,Soporte de Campo,Soporte de Campo,0.7071555768481481,Agente IA
solicitud de crear o activar  usuario clabbe  litoral,MDA,Aplicaciones,0.4428193128782019,Agente IA
abm baja y retiro 94033,Soporte de Campo,Soporte de Campo,0.7424453699627377,Agente IA
acceso a orm,ABM,Aplicaciones,0.29940829745708614,Agente IA
problemas con sistema open,Soporte de Campo,Soporte de Campo,0.4237490689080259,Agente IA
po lentitud ventana de control y del mapa,PowerOn,Aplicaciones,0.5768611134560623,Agente IA
solicitud de instalacin de programa,Soporte de Campo,Soporte de Campo,0.7072302948627839,Agente IA
acceso ccgac archivos adjuntos asociados a productos,Aplicaciones,Aplicaciones,0.7315820764697817,Agente IA
problemas plataforma historian,Soporte de Campo,Aplicaciones,0.3704980653132319,Agente IA
reporta problema operación outlook 365,Ingenieros TI,Soporte de Campo,0.5014377492721526,Agente IA
error ingreso open,Soporte de Campo,Soporte de Campo,0.7428081801851921,Agente IA
problemas para crear equipos y canales en teams,Ingenieros TI,Soporte de Campo,0.7403315242076646,Agente IA
ingreso a sap en modo remoto,Soporte de Campo,Técnico TI,0.3450320448667202,Agente IA
problemas power point,Soporte de Campo,Soporte de Campo,0.5224272320587557,Agente IA
sin acceso a sap,Soporte de Campo,Soporte de Campo,0.3674203920387142,Agente IA
solicitud acceso remoto con poweron,Ingenieros TI,ABM,0.39452091779358356,Agente IA
revisar acceso sharepoint,Soporte de Campo,Soporte de Campo,0.6693875067953364,Agente IA
soporte ti tdo  extracción data smaxintegracion,TDO,TDO,0.6481159786064332,Agente IA
restaurar25062024,Aplicaciones,Aplicaciones,0.376388314814981,Agente IA
notificacin de vencimiento de contrasea de red,MDA,MDA,0.6200406596546788,Agente IA
tti creacin cuenta de sistemas  bigdata portainer,ABM,ABM,0.5255743710501705,Agente IA
consulta sobre facturacin  cliente nis 121404,Aplicaciones,Aplicaciones,0.7097216396360317,Agente IA
habilitacin onedrive carlos vasquez,Soporte de Campo,Soporte de Campo,0.6970643108922202,Agente IA
sin acceso al correo,MDA,MDA,0.7439549517245329,Agente IA
cambio armario comunicaciones bosquemar,Telecomunicaciones,Aplicaciones,0.40781307857509136,Agente IA
apoyo nueva clave de acceso sap,DBA,DBA,0.25587906698364926,Agente IA
habilitar acceso vpn juan carlos mena,ABM,Ingenieros TI,0.554891337882946,Agente IA
alumno en practica,ABM,Soporte de Campo,0.665592720004805,Agente IA
activos no registrados con ubicacin acta 21072025xlsx,Aplicaciones,Soporte de Campo,0.7065242030548468,Agente IA
solicita cambiar perfil en orm,MDA,ABM,0.25130471490459577,Agente IA
desbloqueo de cuenta,MDA,MDA,0.6445565806454958,Agente IA
sin open,Soporte de Campo,DBA,0.4197119180158819,Agente IA
solicitud de copia de boletas cliente 66997,Aplicaciones,Aplicaciones,0.6667925479269731,Agente IA
abm  re solicitud vpn,ABM,ABM,0.3993999478344688,Agente IA
instalacin po y eo en plataforma citrix,Ingenieros TI,Aplicaciones,0.6304482000986437,Agente IA
tti activar acceso a service usuario existente macosta,ABM,Técnico TI,0.7063658333538282,Agente IA
favor revisar bloqueo cuenta de correo,Ingenieros TI,Ingenieros TI,0.38603246228988897,Agente IA
cambio rea organizacional luis gonzalez,ABM,ABM,0.4408375667370333,Agente IA
actualizacin cambio de hora consolas dms,Ingenieros TI,Soporte de Campo,0.697792286208101,Agente IA
solicitud equipo  alumna en prctica unidad gp,ABM,Soporte de Campo,0.4842212169264366,Agente IA
acceso a gisred,ABM,Sistemas GIS,0.37858233506943745,Agente IA
20240422pmmedificioarennatxt,Aplicaciones,Aplicaciones,0.376388314814981,Agente IA
prolemas con onrdrive,Soporte de Campo,Ciberseguridad,0.5107835917956147,Agente IA
sap,DBA,DBA,0.4655310935243233,Agente IA
pendientes de actualizacin integracin en lnea  interrupcin de suministro  grupo chilquinta,Aplicaciones,Aplicaciones,0.6778969243730054,Agente IA
tti acceso sap sharepoint  luis humberto muñoz tobar,ABM,Técnico TI,0.4996468994400944,Agente IA
problemas con sistema,DBA,Soporte de Campo,0.3710929051181533,Agente IA
cambio de licenciamiento,Ingenieros TI,Aplicaciones,0.46573084524934294,Agente IA
caida orm 18112025,Aplicaciones,Aplicaciones,0.41097414939673244,Agente IA
repos megaincendioxlsx,Aplicaciones,Aplicaciones,0.376388314814981,Agente IA
solicitud usuario osf personal empresa ing y consultores oyanader y ca ltda,ABM,Aplicaciones,0.3507632103865297,Agente IA
favor su ayuda para actualizar password,DBA,Soporte de Campo,0.5698879867030241,Agente IA
conexiones elctricas irregulares  lomas de ramn ngel jara,Aplicaciones,Aplicaciones,0.4889027369360676,Agente IA
autentificador,Soporte de Campo,Aplicaciones,0.376388314814981,Agente IA
solicitud de instalacin de softwares,Soporte de Campo,Soporte de Campo,0.588876382262861,Agente IA
95  retiro voluntario ley ssbb,Aplicaciones,Aplicaciones,0.6707800723967937,Agente IA
luz parral c113600 castigado,Aplicaciones,Aplicaciones,0.7169509741545411,Agente IA
solución vpn,Ingenieros TI,Ingenieros TI,0.6610329988880917,Agente IA
repasar contraseas,MDA,Aplicaciones,0.376388314814981,Agente IA
problemas con usuario jlarao en clevest,Técnico TI,Aplicaciones,0.4082194582068009,Agente IA
extensión casilla correo reclamos para daisy castillo alfaro of llay llay,Ingenieros TI,Ingenieros TI,0.4861849317836738,Agente IA
credenciales meridian  mnahuelh  ingesat,Técnico TI,ABM,0.5574615520912513,Agente IA
problema de acceso a sharepoint,Técnico TI,Técnico TI,0.5110498865796901,Agente IA
inconvenientes respaldos de diario ti sharepoint,DBA,Ingenieros TI,0.3075148205543873,Agente IA
impresin caratula reclamo 10903004,Aplicaciones,Aplicaciones,0.43125710450787147,Agente IA
abm asignación ticket id 12841,Soporte de Campo,Soporte de Campo,0.7074477870369825,Agente IA
problemas con conexion con orm,Soporte de Campo,Soporte de Campo,0.6094358629594021,Agente IA
